channel     z-pos[mm]   phi-pos[rad]
6855        -37         2.49356     
6856        -33         2.49356     
6857        -29         2.49356     
6858        -25         2.49356     
6859        -21         2.49356     
6860        -17         2.49356     
6861        -13         2.49356     
6862        -9          2.49356     
6863        -5          2.49356     
6864        -1          2.49356     
6865        3           2.49356     
6866        7           2.49356     
6867        11          2.49356     
6868        15          2.49356     
6869        19          2.49356     
6870        23          2.49356     
6871        27          2.49356     
6872        31          2.49356     
6873        35          2.49356     
6874        39          2.49356     
6875        43          2.49356     
6876        47          2.49356     
6877        51          2.49356     
6878        55          2.49356     
6879        59          2.49356     
6880        63          2.49356     
6881        67          2.49356     
6882        71          2.49356     
6883        75          2.49356     
6884        79          2.49356     
6885        83          2.49356     
6886        87          2.49356     
6887        91          2.49356     
6888        95          2.49356     
6889        99          2.49356     
6890        103         2.49356     
6891        107         2.49356     
6892        111         2.49356     
6893        115         2.49356     
6894        119         2.49356     
6895        123         2.49356     
6896        127         2.49356     
6897        131         2.49356     
6898        135         2.49356     
6899        139         2.49356     
6900        143         2.49356     
6901        147         2.49356     
6902        151         2.49356     
6903        155         2.49356     
6904        159         2.49356     
6905        163         2.49356     
6906        167         2.49356     
6907        171         2.49356     
6908        175         2.49356     
6909        179         2.49356     
6910        183         2.49356     
6911        187         2.49356     
6912        -190        2.52844     
6913        -186        2.52844     
6914        -182        2.52844     
6915        -178        2.52844     
6916        -174        2.52844     
6917        -170        2.52844     
6918        -166        2.52844     
6919        -162        2.52844     
6920        -158        2.52844     
6921        -154        2.52844     
6922        -150        2.52844     
6923        -146        2.52844     
6924        -142        2.52844     
6925        -138        2.52844     
6926        -134        2.52844     
6927        -130        2.52844     
6928        -126        2.52844     
6929        -122        2.52844     
6930        -118        2.52844     
6931        -114        2.52844     
6932        -110        2.52844     
6933        -106        2.52844     
6934        -102        2.52844     
6935        -98         2.52844     
6936        -94         2.52844     
6937        -90         2.52844     
6938        -86         2.52844     
6939        -82         2.52844     
6940        -78         2.52844     
6941        -74         2.52844     
6942        -70         2.52844     
6943        -66         2.52844     
6944        -62         2.52844     
6945        -58         2.52844     
6946        -54         2.52844     
6947        -50         2.52844     
6948        -46         2.52844     
6949        -42         2.52844     
6950        -38         2.52844     
6951        -34         2.52844     
6952        -30         2.52844     
6953        -26         2.52844     
6954        -22         2.52844     
6955        -18         2.52844     
6956        -14         2.52844     
6957        -10         2.52844     
6958        -6          2.52844     
6959        -2          2.52844     
6960        2           2.52844     
6961        6           2.52844     
6962        10          2.52844     
6963        14          2.52844     
6964        18          2.52844     
6965        22          2.52844     
6966        26          2.52844     
6967        30          2.52844     
6968        34          2.52844     
6969        38          2.52844     
6970        42          2.52844     
6971        46          2.52844     
6972        50          2.52844     
6973        54          2.52844     
6974        58          2.52844     
6975        62          2.52844     
6976        66          2.52844     
6977        70          2.52844     
6978        74          2.52844     
6979        78          2.52844     
6980        82          2.52844     
6981        86          2.52844     
6982        90          2.52844     
6983        94          2.52844     
6984        98          2.52844     
6985        102         2.52844     
6986        106         2.52844     
6987        110         2.52844     
6988        114         2.52844     
6989        118         2.52844     
6990        122         2.52844     
6991        126         2.52844     
6992        130         2.52844     
6993        134         2.52844     
6994        138         2.52844     
6995        142         2.52844     
6996        146         2.52844     
6997        150         2.52844     
6998        154         2.52844     
6999        158         2.52844     
7000        162         2.52844     
7001        166         2.52844     
7002        170         2.52844     
7003        174         2.52844     
7004        178         2.52844     
7005        182         2.52844     
7006        186         2.52844     
7007        190         2.52844     
7008        -191        2.56331     
7009        -187        2.56331     
7010        -183        2.56331     
7011        -179        2.56331     
7012        -175        2.56331     
7013        -171        2.56331     
7014        -167        2.56331     
7015        -163        2.56331     
7016        -159        2.56331     
7017        -155        2.56331     
7018        -151        2.56331     
7019        -147        2.56331     
7020        -143        2.56331     
7021        -139        2.56331     
7022        -135        2.56331     
7023        -131        2.56331     
7024        -127        2.56331     
7025        -123        2.56331     
7026        -119        2.56331     
7027        -115        2.56331     
7028        -111        2.56331     
7029        -107        2.56331     
7030        -103        2.56331     
7031        -99         2.56331     
7032        -95         2.56331     
7033        -91         2.56331     
7034        -87         2.56331     
7035        -83         2.56331     
7036        -79         2.56331     
7037        -75         2.56331     
7038        -71         2.56331     
7039        -67         2.56331     
7040        -63         2.56331     
7041        -59         2.56331     
7042        -55         2.56331     
7043        -51         2.56331     
7044        -47         2.56331     
7045        -43         2.56331     
7046        -39         2.56331     
7047        -35         2.56331     
7048        -31         2.56331     
7049        -27         2.56331     
7050        -23         2.56331     
7051        -19         2.56331     
7052        -15         2.56331     
7053        -11         2.56331     
7054        -7          2.56331     
7055        -3          2.56331     
7056        1           2.56331     
7057        5           2.56331     
7058        9           2.56331     
7059        13          2.56331     
7060        17          2.56331     
7061        21          2.56331     
7062        25          2.56331     
7063        29          2.56331     
7064        33          2.56331     
7065        37          2.56331     
7066        41          2.56331     
7067        45          2.56331     
7068        49          2.56331     
7069        53          2.56331     
7070        57          2.56331     
7071        61          2.56331     
7072        65          2.56331     
7073        69          2.56331     
7074        73          2.56331     
7075        77          2.56331     
7076        81          2.56331     
7077        85          2.56331     
7078        89          2.56331     
7079        93          2.56331     
7080        97          2.56331     
7081        101         2.56331     
7082        105         2.56331     
7083        109         2.56331     
7084        113         2.56331     
7085        117         2.56331     
7086        121         2.56331     
7087        125         2.56331     
7088        129         2.56331     
7089        133         2.56331     
7090        137         2.56331     
7091        141         2.56331     
7092        145         2.56331     
7093        149         2.56331     
7094        153         2.56331     
7095        157         2.56331     
7096        161         2.56331     
7097        165         2.56331     
7098        169         2.56331     
7099        173         2.56331     
7100        177         2.56331     
7101        181         2.56331     
7102        185         2.56331     
7103        189         2.56331     
7104        -192        2.59819     
7105        -188        2.59819     
7106        -184        2.59819     
7107        -180        2.59819     
7108        -176        2.59819     
7109        -172        2.59819     
7110        -168        2.59819     
7111        -164        2.59819     
7112        -160        2.59819     
7113        -156        2.59819     
7114        -152        2.59819     
7115        -148        2.59819     
7116        -144        2.59819     
7117        -140        2.59819     
7118        -136        2.59819     
7119        -132        2.59819     
7120        -128        2.59819     
7121        -124        2.59819     
7122        -120        2.59819     
7123        -116        2.59819     
7124        -112        2.59819     
7125        -108        2.59819     
7126        -104        2.59819     
7127        -100        2.59819     
7128        -96         2.59819     
7129        -92         2.59819     
7130        -88         2.59819     
7131        -84         2.59819     
7132        -80         2.59819     
7133        -76         2.59819     
7134        -72         2.59819     
7135        -68         2.59819     
7136        -64         2.59819     
7137        -60         2.59819     
7138        -56         2.59819     
7139        -52         2.59819     
7140        -48         2.59819     
7141        -44         2.59819     
7142        -40         2.59819     
7143        -36         2.59819     
7144        -32         2.59819     
7145        -28         2.59819     
7146        -24         2.59819     
7147        -20         2.59819     
7148        -16         2.59819     
7149        -12         2.59819     
7150        -8          2.59819     
7151        -4          2.59819     
7152        0           2.59819     
7153        4           2.59819     
7154        8           2.59819     
7155        12          2.59819     
7156        16          2.59819     
7157        20          2.59819     
7158        24          2.59819     
7159        28          2.59819     
7160        32          2.59819     
7161        36          2.59819     
7162        40          2.59819     
7163        44          2.59819     
7164        48          2.59819     
7165        52          2.59819     
7166        56          2.59819     
7167        60          2.59819     
7168        64          2.59819     
7169        68          2.59819     
7170        72          2.59819     
7171        76          2.59819     
7172        80          2.59819     
7173        84          2.59819     
7174        88          2.59819     
7175        92          2.59819     
7176        96          2.59819     
7177        100         2.59819     
7178        104         2.59819     
7179        108         2.59819     
7180        112         2.59819     
7181        116         2.59819     
7182        120         2.59819     
7183        124         2.59819     
7184        128         2.59819     
7185        132         2.59819     
7186        136         2.59819     
7187        140         2.59819     
7188        144         2.59819     
7189        148         2.59819     
7190        152         2.59819     
7191        156         2.59819     
7192        160         2.59819     
7193        164         2.59819     
7194        168         2.59819     
7195        172         2.59819     
7196        176         2.59819     
7197        180         2.59819     
7198        184         2.59819     
7199        188         2.59819     
7200        -193        2.63306     
7201        -189        2.63306     
7202        -185        2.63306     
7203        -181        2.63306     
7204        -177        2.63306     
7205        -173        2.63306     
7206        -169        2.63306     
7207        -165        2.63306     
7208        -161        2.63306     
7209        -157        2.63306     
7210        -153        2.63306     
7211        -149        2.63306     
7212        -145        2.63306     
7213        -141        2.63306     
7214        -137        2.63306     
7215        -133        2.63306     
7216        -129        2.63306     
7217        -125        2.63306     
7218        -121        2.63306     
7219        -117        2.63306     
7220        -113        2.63306     
7221        -109        2.63306     
7222        -105        2.63306     
7223        -101        2.63306     
7224        -97         2.63306     
7225        -93         2.63306     
7226        -89         2.63306     
7227        -85         2.63306     
7228        -81         2.63306     
7229        -77         2.63306     
7230        -73         2.63306     
7231        -69         2.63306     
7232        -65         2.63306     
7233        -61         2.63306     
7234        -57         2.63306     
7235        -53         2.63306     
7236        -49         2.63306     
7237        -45         2.63306     
7238        -41         2.63306     
7239        -37         2.63306     
7240        -33         2.63306     
7241        -29         2.63306     
7242        -25         2.63306     
7243        -21         2.63306     
7244        -17         2.63306     
7245        -13         2.63306     
7246        -9          2.63306     
7247        -5          2.63306     
7248        -1          2.63306     
7249        3           2.63306     
7250        7           2.63306     
7251        11          2.63306     
7252        15          2.63306     
7253        19          2.63306     
7254        23          2.63306     
7255        27          2.63306     
7256        31          2.63306     
7257        35          2.63306     
7258        39          2.63306     
7259        43          2.63306     
7260        47          2.63306     
7261        51          2.63306     
7262        55          2.63306     
7263        59          2.63306     
7264        63          2.63306     
7265        67          2.63306     
7266        71          2.63306     
7267        75          2.63306     
7268        79          2.63306     
7269        83          2.63306     
7270        87          2.63306     
7271        91          2.63306     
7272        95          2.63306     
7273        99          2.63306     
7274        103         2.63306     
7275        107         2.63306     
7276        111         2.63306     
7277        115         2.63306     
7278        119         2.63306     
7279        123         2.63306     
7280        127         2.63306     
7281        131         2.63306     
7282        135         2.63306     
7283        139         2.63306     
7284        143         2.63306     
7285        147         2.63306     
7286        151         2.63306     
7287        155         2.63306     
7288        159         2.63306     
7289        163         2.63306     
7290        167         2.63306     
7291        171         2.63306     
7292        175         2.63306     
7293        179         2.63306     
7294        183         2.63306     
7295        187         2.63306     
7296        -190        2.66794     
7297        -186        2.66794     
7298        -182        2.66794     
7299        -178        2.66794     
7300        -174        2.66794     
7301        -170        2.66794     
7302        -166        2.66794     
7303        -162        2.66794     
7304        -158        2.66794     
7305        -154        2.66794     
7306        -150        2.66794     
7307        -146        2.66794     
7308        -142        2.66794     
7309        -138        2.66794     
7310        -134        2.66794     
7311        -130        2.66794     
7312        -126        2.66794     
7313        -122        2.66794     
7314        -118        2.66794     
7315        -114        2.66794     
7316        -110        2.66794     
7317        -106        2.66794     
7318        -102        2.66794     
7319        -98         2.66794     
7320        -94         2.66794     
7321        -90         2.66794     
7322        -86         2.66794     
7323        -82         2.66794     
7324        -78         2.66794     
7325        -74         2.66794     
7326        -70         2.66794     
7327        -66         2.66794     
7328        -62         2.66794     
7329        -58         2.66794     
7330        -54         2.66794     
7331        -50         2.66794     
7332        -46         2.66794     
7333        -42         2.66794     
7334        -38         2.66794     
7335        -34         2.66794     
7336        -30         2.66794     
7337        -26         2.66794     
7338        -22         2.66794     
7339        -18         2.66794     
7340        -14         2.66794     
7341        -10         2.66794     
7342        -6          2.66794     
7343        -2          2.66794     
7344        2           2.66794     
7345        6           2.66794     
7346        10          2.66794     
7347        14          2.66794     
7348        18          2.66794     
7349        22          2.66794     
7350        26          2.66794     
7351        30          2.66794     
7352        34          2.66794     
7353        38          2.66794     
7354        42          2.66794     
7355        46          2.66794     
7356        50          2.66794     
7357        54          2.66794     
7358        58          2.66794     
7359        62          2.66794     
7360        66          2.66794     
7361        70          2.66794     
7362        74          2.66794     
7363        78          2.66794     
7364        82          2.66794     
7365        86          2.66794     
7366        90          2.66794     
7367        94          2.66794     
7368        98          2.66794     
7369        102         2.66794     
7370        106         2.66794     
7371        110         2.66794     
7372        114         2.66794     
7373        118         2.66794     
7374        122         2.66794     
7375        126         2.66794     
7376        130         2.66794     
7377        134         2.66794     
7378        138         2.66794     
7379        142         2.66794     
7380        146         2.66794     
7381        150         2.66794     
7382        154         2.66794     
7383        158         2.66794     
7384        162         2.66794     
7385        166         2.66794     
7386        170         2.66794     
7387        174         2.66794     
7388        178         2.66794     
7389        182         2.66794     
7390        186         2.66794     
7391        190         2.66794     
7392        -191        2.70281     
7393        -187        2.70281     
7394        -183        2.70281     
7395        -179        2.70281     
7396        -175        2.70281     
7397        -171        2.70281     
7398        -167        2.70281     
7399        -163        2.70281     
7400        -159        2.70281     
7401        -155        2.70281     
7402        -151        2.70281     
7403        -147        2.70281     
7404        -143        2.70281     
7405        -139        2.70281     
7406        -135        2.70281     
7407        -131        2.70281     
7408        -127        2.70281     
7409        -123        2.70281     
7410        -119        2.70281     
7411        -115        2.70281     
7412        -111        2.70281     
7413        -107        2.70281     
7414        -103        2.70281     
7415        -99         2.70281     
7416        -95         2.70281     
7417        -91         2.70281     
7418        -87         2.70281     
7419        -83         2.70281     
7420        -79         2.70281     
7421        -75         2.70281     
7422        -71         2.70281     
7423        -67         2.70281     
7424        -63         2.70281     
7425        -59         2.70281     
7426        -55         2.70281     
7427        -51         2.70281     
7428        -47         2.70281     
7429        -43         2.70281     
7430        -39         2.70281     
7431        -35         2.70281     
7432        -31         2.70281     
7433        -27         2.70281     
7434        -23         2.70281     
7435        -19         2.70281     
7436        -15         2.70281     
7437        -11         2.70281     
7438        -7          2.70281     
7439        -3          2.70281     
7440        1           2.70281     
7441        5           2.70281     
7442        9           2.70281     
7443        13          2.70281     
7444        17          2.70281     
7445        21          2.70281     
7446        25          2.70281     
7447        29          2.70281     
7448        33          2.70281     
7449        37          2.70281     
7450        41          2.70281     
7451        45          2.70281     
7452        49          2.70281     
7453        53          2.70281     
7454        57          2.70281     
7455        61          2.70281     
7456        65          2.70281     
7457        69          2.70281     
7458        73          2.70281     
7459        77          2.70281     
7460        81          2.70281     
7461        85          2.70281     
7462        89          2.70281     
7463        93          2.70281     
7464        97          2.70281     
7465        101         2.70281     
7466        105         2.70281     
7467        109         2.70281     
7468        113         2.70281     
7469        117         2.70281     
7470        121         2.70281     
7471        125         2.70281     
7472        129         2.70281     
7473        133         2.70281     
7474        137         2.70281     
7475        141         2.70281     
7476        145         2.70281     
7477        149         2.70281     
7478        153         2.70281     
7479        157         2.70281     
7480        161         2.70281     
7481        165         2.70281     
7482        169         2.70281     
7483        173         2.70281     
7484        177         2.70281     
7485        181         2.70281     
7486        185         2.70281     
7487        189         2.70281     
7488        -192        2.73769     
7489        -188        2.73769     
7490        -184        2.73769     
7491        -180        2.73769     
7492        -176        2.73769     
7493        -172        2.73769     
7494        -168        2.73769     
7495        -164        2.73769     
7496        -160        2.73769     
7497        -156        2.73769     
7498        -152        2.73769     
7499        -148        2.73769     
7500        -144        2.73769     
7501        -140        2.73769     
7502        -136        2.73769     
7503        -132        2.73769     
7504        -128        2.73769     
7505        -124        2.73769     
7506        -120        2.73769     
7507        -116        2.73769     
7508        -112        2.73769     
7509        -108        2.73769     
7510        -104        2.73769     
7511        -100        2.73769     
7512        -96         2.73769     
7513        -92         2.73769     
7514        -88         2.73769     
7515        -84         2.73769     
7516        -80         2.73769     
7517        -76         2.73769     
7518        -72         2.73769     
7519        -68         2.73769     
7520        -64         2.73769     
7521        -60         2.73769     
7522        -56         2.73769     
7523        -52         2.73769     
7524        -48         2.73769     
7525        -44         2.73769     
7526        -40         2.73769     
7527        -36         2.73769     
7528        -32         2.73769     
7529        -28         2.73769     
7530        -24         2.73769     
7531        -20         2.73769     
7532        -16         2.73769     
7533        -12         2.73769     
7534        -8          2.73769     
7535        -4          2.73769     
7536        0           2.73769     
7537        4           2.73769     
7538        8           2.73769     
7539        12          2.73769     
7540        16          2.73769     
7541        20          2.73769     
7542        24          2.73769     
7543        28          2.73769     
7544        32          2.73769     
7545        36          2.73769     
7546        40          2.73769     
7547        44          2.73769     
7548        48          2.73769     
7549        52          2.73769     
7550        56          2.73769     
7551        60          2.73769     
7552        64          2.73769     
7553        68          2.73769     
7554        72          2.73769     
7555        76          2.73769     
7556        80          2.73769     
7557        84          2.73769     
7558        88          2.73769     
7559        92          2.73769     
7560        96          2.73769     
7561        100         2.73769     
7562        104         2.73769     
7563        108         2.73769     
7564        112         2.73769     
7565        116         2.73769     
7566        120         2.73769     
7567        124         2.73769     
7568        128         2.73769     
7569        132         2.73769     
7570        136         2.73769     
7571        140         2.73769     
7572        144         2.73769     
7573        148         2.73769     
7574        152         2.73769     
7575        156         2.73769     
7576        160         2.73769     
7577        164         2.73769     
7578        168         2.73769     
7579        172         2.73769     
7580        176         2.73769     
7581        180         2.73769     
7582        184         2.73769     
7583        188         2.73769     
7584        -193        2.77256     
7585        -189        2.77256     
7586        -185        2.77256     
7587        -181        2.77256     
7588        -177        2.77256     
7589        -173        2.77256     
7590        -169        2.77256     
7591        -165        2.77256     
7592        -161        2.77256     
7593        -157        2.77256     
7594        -153        2.77256     
7595        -149        2.77256     
7596        -145        2.77256     
7597        -141        2.77256     
7598        -137        2.77256     
7599        -133        2.77256     
7600        -129        2.77256     
7601        -125        2.77256     
7602        -121        2.77256     
7603        -117        2.77256     
7604        -113        2.77256     
7605        -109        2.77256     
7606        -105        2.77256     
7607        -101        2.77256     
7608        -97         2.77256     
7609        -93         2.77256     
7610        -89         2.77256     
7611        -85         2.77256     
7612        -81         2.77256     
7613        -77         2.77256     
7614        -73         2.77256     
7615        -69         2.77256     
7616        -65         2.77256     
7617        -61         2.77256     
7618        -57         2.77256     
7619        -53         2.77256     
7620        -49         2.77256     
7621        -45         2.77256     
7622        -41         2.77256     
7623        -37         2.77256     
7624        -33         2.77256     
7625        -29         2.77256     
7626        -25         2.77256     
7627        -21         2.77256     
7628        -17         2.77256     
7629        -13         2.77256     
7630        -9          2.77256     
7631        -5          2.77256     
7632        -1          2.77256     
7633        3           2.77256     
7634        7           2.77256     
7635        11          2.77256     
7636        15          2.77256     
7637        19          2.77256     
7638        23          2.77256     
7639        27          2.77256     
7640        31          2.77256     
7641        35          2.77256     
7642        39          2.77256     
7643        43          2.77256     
7644        47          2.77256     
7645        51          2.77256     
7646        55          2.77256     
7647        59          2.77256     
7648        63          2.77256     
7649        67          2.77256     
7650        71          2.77256     
7651        75          2.77256     
7652        79          2.77256     
7653        83          2.77256     
7654        87          2.77256     
7655        91          2.77256     
7656        95          2.77256     
7657        99          2.77256     
7658        103         2.77256     
7659        107         2.77256     
7660        111         2.77256     
7661        115         2.77256     
7662        119         2.77256     
7663        123         2.77256     
7664        127         2.77256     
7665        131         2.77256     
7666        135         2.77256     
7667        139         2.77256     
7668        143         2.77256     
7669        147         2.77256     
7670        151         2.77256     
7671        155         2.77256     
7672        159         2.77256     
7673        163         2.77256     
7674        167         2.77256     
7675        171         2.77256     
7676        175         2.77256     
7677        179         2.77256     
7678        183         2.77256     
7679        187         2.77256     
7680        -190        2.80744     
7681        -186        2.80744     
7682        -182        2.80744     
7683        -178        2.80744     
7684        -174        2.80744     
7685        -170        2.80744     
7686        -166        2.80744     
7687        -162        2.80744     
7688        -158        2.80744     
7689        -154        2.80744     
7690        -150        2.80744     
7691        -146        2.80744     
7692        -142        2.80744     
7693        -138        2.80744     
7694        -134        2.80744     
7695        -130        2.80744     
7696        -126        2.80744     
7697        -122        2.80744     
7698        -118        2.80744     
7699        -114        2.80744     
7700        -110        2.80744     
7701        -106        2.80744     
7702        -102        2.80744     
7703        -98         2.80744     
7704        -94         2.80744     
7705        -90         2.80744     
7706        -86         2.80744     
7707        -82         2.80744     
7708        -78         2.80744     
7709        -74         2.80744     
7710        -70         2.80744     
7711        -66         2.80744     
7712        -62         2.80744     
7713        -58         2.80744     
7714        -54         2.80744     
7715        -50         2.80744     
7716        -46         2.80744     
7717        -42         2.80744     
7718        -38         2.80744     
7719        -34         2.80744     
7720        -30         2.80744     
7721        -26         2.80744     
7722        -22         2.80744     
7723        -18         2.80744     
7724        -14         2.80744     
7725        -10         2.80744     
7726        -6          2.80744     
7727        -2          2.80744     
7728        2           2.80744     
7729        6           2.80744     
7730        10          2.80744     
7731        14          2.80744     
7732        18          2.80744     
7733        22          2.80744     
7734        26          2.80744     
7735        30          2.80744     
7736        34          2.80744     
7737        38          2.80744     
7738        42          2.80744     
7739        46          2.80744     
7740        50          2.80744     
7741        54          2.80744     
7742        58          2.80744     
7743        62          2.80744     
7744        66          2.80744     
7745        70          2.80744     
7746        74          2.80744     
7747        78          2.80744     
7748        82          2.80744     
7749        86          2.80744     
7750        90          2.80744     
7751        94          2.80744     
7752        98          2.80744     
7753        102         2.80744     
7754        106         2.80744     
7755        110         2.80744     
7756        114         2.80744     
7757        118         2.80744     
7758        122         2.80744     
7759        126         2.80744     
7760        130         2.80744     
7761        134         2.80744     
7762        138         2.80744     
7763        142         2.80744     
7764        146         2.80744     
7765        150         2.80744     
7766        154         2.80744     
7767        158         2.80744     
7768        162         2.80744     
7769        166         2.80744     
7770        170         2.80744     
7771        174         2.80744     
7772        178         2.80744     
7773        182         2.80744     
7774        186         2.80744     
7775        190         2.80744     
7776        -191        2.84231     
7777        -187        2.84231     
7778        -183        2.84231     
7779        -179        2.84231     
7780        -175        2.84231     
7781        -171        2.84231     
7782        -167        2.84231     
7783        -163        2.84231     
7784        -159        2.84231     
7785        -155        2.84231     
7786        -151        2.84231     
7787        -147        2.84231     
7788        -143        2.84231     
7789        -139        2.84231     
7790        -135        2.84231     
7791        -131        2.84231     
7792        -127        2.84231     
7793        -123        2.84231     
7794        -119        2.84231     
7795        -115        2.84231     
7796        -111        2.84231     
7797        -107        2.84231     
7798        -103        2.84231     
7799        -99         2.84231     
7800        -95         2.84231     
7801        -91         2.84231     
7802        -87         2.84231     
7803        -83         2.84231     
7804        -79         2.84231     
7805        -75         2.84231     
7806        -71         2.84231     
7807        -67         2.84231     
7808        -63         2.84231     
7809        -59         2.84231     
7810        -55         2.84231     
7811        -51         2.84231     
7812        -47         2.84231     
7813        -43         2.84231     
7814        -39         2.84231     
7815        -35         2.84231     
7816        -31         2.84231     
7817        -27         2.84231     
7818        -23         2.84231     
7819        -19         2.84231     
7820        -15         2.84231     
7821        -11         2.84231     
7822        -7          2.84231     
7823        -3          2.84231     
7824        1           2.84231     
7825        5           2.84231     
7826        9           2.84231     
7827        13          2.84231     
7828        17          2.84231     
7829        21          2.84231     
7830        25          2.84231     
7831        29          2.84231     
7832        33          2.84231     
7833        37          2.84231     
7834        41          2.84231     
7835        45          2.84231     
7836        49          2.84231     
7837        53          2.84231     
7838        57          2.84231     
7839        61          2.84231     
7840        65          2.84231     
7841        69          2.84231     
7842        73          2.84231     
7843        77          2.84231     
7844        81          2.84231     
7845        85          2.84231     
7846        89          2.84231     
7847        93          2.84231     
7848        97          2.84231     
7849        101         2.84231     
7850        105         2.84231     
7851        109         2.84231     
7852        113         2.84231     
7853        117         2.84231     
7854        121         2.84231     
7855        125         2.84231     
7856        129         2.84231     
7857        133         2.84231     
7858        137         2.84231     
7859        141         2.84231     
7860        145         2.84231     
7861        149         2.84231     
7862        153         2.84231     
7863        157         2.84231     
7864        161         2.84231     
7865        165         2.84231     
7866        169         2.84231     
7867        173         2.84231     
7868        177         2.84231     
7869        181         2.84231     
7870        185         2.84231     
7871        189         2.84231     
7872        -192        2.87719     
7873        -188        2.87719     
7874        -184        2.87719     
7875        -180        2.87719     
7876        -176        2.87719     
7877        -172        2.87719     
7878        -168        2.87719     
7879        -164        2.87719     
7880        -160        2.87719     
7881        -156        2.87719     
7882        -152        2.87719     
7883        -148        2.87719     
7884        -144        2.87719     
7885        -140        2.87719     
7886        -136        2.87719     
7887        -132        2.87719     
7888        -128        2.87719     
7889        -124        2.87719     
7890        -120        2.87719     
7891        -116        2.87719     
7892        -112        2.87719     
7893        -108        2.87719     
7894        -104        2.87719     
7895        -100        2.87719     
7896        -96         2.87719     
7897        -92         2.87719     
7898        -88         2.87719     
7899        -84         2.87719     
7900        -80         2.87719     
7901        -76         2.87719     
7902        -72         2.87719     
7903        -68         2.87719     
7904        -64         2.87719     
7905        -60         2.87719     
7906        -56         2.87719     
7907        -52         2.87719     
7908        -48         2.87719     
7909        -44         2.87719     
7910        -40         2.87719     
7911        -36         2.87719     
7912        -32         2.87719     
7913        -28         2.87719     
7914        -24         2.87719     
7915        -20         2.87719     
7916        -16         2.87719     
7917        -12         2.87719     
7918        -8          2.87719     
7919        -4          2.87719     
7920        0           2.87719     
7921        4           2.87719     
7922        8           2.87719     
7923        12          2.87719     
7924        16          2.87719     
7925        20          2.87719     
7926        24          2.87719     
7927        28          2.87719     
7928        32          2.87719     
7929        36          2.87719     
7930        40          2.87719     
7931        44          2.87719     
7932        48          2.87719     
7933        52          2.87719     
7934        56          2.87719     
7935        60          2.87719     
7936        64          2.87719     
7937        68          2.87719     
7938        72          2.87719     
7939        76          2.87719     
7940        80          2.87719     
7941        84          2.87719     
7942        88          2.87719     
7943        92          2.87719     
7944        96          2.87719     
7945        100         2.87719     
7946        104         2.87719     
7947        108         2.87719     
7948        112         2.87719     
7949        116         2.87719     
7950        120         2.87719     
7951        124         2.87719     
7952        128         2.87719     
7953        132         2.87719     
7954        136         2.87719     
7955        140         2.87719     
7956        144         2.87719     
7957        148         2.87719     
7958        152         2.87719     
7959        156         2.87719     
7960        160         2.87719     
7961        164         2.87719     
7962        168         2.87719     
7963        172         2.87719     
7964        176         2.87719     
7965        180         2.87719     
7966        184         2.87719     
7967        188         2.87719     
7968        -193        2.91206     
7969        -189        2.91206     
7970        -185        2.91206     
7971        -181        2.91206     
7972        -177        2.91206     
7973        -173        2.91206     
7974        -169        2.91206     
7975        -165        2.91206     
7976        -161        2.91206     
7977        -157        2.91206     
7978        -153        2.91206     
7979        -149        2.91206     
7980        -145        2.91206     
7981        -141        2.91206     
7982        -137        2.91206     
7983        -133        2.91206     
7984        -129        2.91206     
7985        -125        2.91206     
7986        -121        2.91206     
7987        -117        2.91206     
7988        -113        2.91206     
7989        -109        2.91206     
7990        -105        2.91206     
7991        -101        2.91206     
7992        -97         2.91206     
7993        -93         2.91206     
7994        -89         2.91206     
7995        -85         2.91206     
7996        -81         2.91206     
7997        -77         2.91206     
7998        -73         2.91206     
7999        -69         2.91206     
8000        -65         2.91206     
8001        -61         2.91206     
8002        -57         2.91206     
8003        -53         2.91206     
8004        -49         2.91206     
8005        -45         2.91206     
8006        -41         2.91206     
8007        -37         2.91206     
8008        -33         2.91206     
8009        -29         2.91206     
8010        -25         2.91206     
8011        -21         2.91206     
8012        -17         2.91206     
8013        -13         2.91206     
8014        -9          2.91206     
8015        -5          2.91206     
8016        -1          2.91206     
8017        3           2.91206     
8018        7           2.91206     
8019        11          2.91206     
8020        15          2.91206     
8021        19          2.91206     
8022        23          2.91206     
8023        27          2.91206     
8024        31          2.91206     
8025        35          2.91206     
8026        39          2.91206     
8027        43          2.91206     
8028        47          2.91206     
8029        51          2.91206     
8030        55          2.91206     
8031        59          2.91206     
8032        63          2.91206     
8033        67          2.91206     
8034        71          2.91206     
8035        75          2.91206     
8036        79          2.91206     
8037        83          2.91206     
8038        87          2.91206     
8039        91          2.91206     
8040        95          2.91206     
8041        99          2.91206     
8042        103         2.91206     
8043        107         2.91206     
8044        111         2.91206     
8045        115         2.91206     
8046        119         2.91206     
8047        123         2.91206     
8048        127         2.91206     
8049        131         2.91206     
8050        135         2.91206     
8051        139         2.91206     
8052        143         2.91206     
8053        147         2.91206     
8054        151         2.91206     
8055        155         2.91206     
8056        159         2.91206     
8057        163         2.91206     
8058        167         2.91206     
8059        171         2.91206     
8060        175         2.91206     
8061        179         2.91206     
8062        183         2.91206     
8063        187         2.91206     
8064        -190        2.94694     
8065        -186        2.94694     
8066        -182        2.94694     
8067        -178        2.94694     
8068        -174        2.94694     
8069        -170        2.94694     
8070        -166        2.94694     
